"reward","event_id","action","action_prob","model_id","observation","sample_prob"
"1","210382610173880216923651706206754570242","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.4237451543450873"
"1","210383595772221894372011369893496750082","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.07883864404571195"
"0","210384571863184070108650522354964889602","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.020899742131942567"
"1","210385547954146245845289674816433029122","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.4971796850430732"
"1","210386533552487923293649338503175208962","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7160122639222496"
"0","210387506474323598459714987222885335042","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6723457029632961"
"0","210389478463288578499077690531809198082","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5994014746172056"
"0","210394355748972956611699949097391882242","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7914707254364153"
"1","210395348477849260343849996203089592322","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.719175419048448"
"0","210396342791288814361286795179666309122","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.0505456092990928"
"1","210397320466814240383212699512013455362","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3543691758680154"
"0","210399277402428342712351260047586754562","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.04604215159297964"
"1","210401231961197569613559692776841543682","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.1645212466856304"
"1","210402242912551251626507386397647831042","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.4346060325508898"
"0","210403362406487578178154018308587913218","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.21221239870993336"
"1","210404495369211532158181605987077718018","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5153419989344059"
"1","210405520581634466738710066445795065858","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6588613446575814"
"1","210406519648763771612007121035008802818","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.10018068268781344"
"1","210407503662542198775080032850871975938","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.09781994735999444"
"1","210409584194089823356585239315007799298","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3593406616550482"
"0","210410561869615249378511143647354945538","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7757727190341643"
"0","210411564105871054822381701978326695938","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5016479755837522"
"0","210413518664640281723590134707581485058","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.05052382209633566"
"1","210416465160004187214305238607094480898","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.07004714442402449"
"0","210418447448630294108031829076731887618","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.09014141931821029"
"0","210419431462408721271104740892595060738","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.009502743893217591"
"0","210420417060750398719464404579337240578","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.4351544107321079"
"0","210421406620500201881040947943276937218","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5174122316365798"
"1","210422377165491001619176468856668553218","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.017238274087631233"
"0","210423346918200176214668613834620665858","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.4496447970457431"
"1","210424338854794854804175285004878872578","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.026906752172335957"
"1","210426295790408957133313845540452171778","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.14542416258103907"
"1","210427283765595510009603637033512861698","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.20757634198472286"
"1","210428271740782062885893428526573551618","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.1561788715687632"
"1","210429251000870739193106084729799704578","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.2498611444541443"
"0","210431214274737842663391652748889030658","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.4180815126344828"
"1","210433227462347330120209904700667068418","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.43568446097664404"
"0","210434267728121142410962507932734980098","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.4301948611441263"
"1","210435266002968822141616186586509213698","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7539889750962155"
"1","210436258731845125873766233692206923778","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.4460212607458284"
"1","210437260175819306174993416087739170818","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5617401693103168"
"0","210439246425853538781936886234574094338","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7122323672547909"
"1","210440266092305097363961715145214918658","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.4853854419435073"
"0","210442238873551702545967794389578285058","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7279465609965127"
"1","210443262501411386841209502977416626178","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.022320822734103962"
"0","210444258399414191143933053824872349698","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.18270394346029606"
"0","210445247959163994305509597188812046338","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7652695212330647"
"0","210446243064885173465589772100828266498","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.06014442353352423"
"0","210447235793761477197739819206525976578","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5778609048979917"
"0","210448214261568528362309099474312626178","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7121170291923518"
"0","210449197483065330382738635354736295938","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6922651209265128"
"0","210450209226700637538329704910982086658","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.796698923335098"
"0","210451199578732065842549624210361286658","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.49498819019798823"
"1","210454163504291724471418998689543356418","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.13314522141977225"
"1","210455145141225276206561782699088019458","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3067148814821027"
"0","210456141831509705651928709481983246338","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5883188685803868"
"1","210457124260724882529714869426967412738","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5706486590911635"
"1","210458109066784934835431157178270089218","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.14313407964633795"
"0","210459124771828367704239106411713396738","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5162308220090205"
"0","210460125423520922862822912871806140418","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.744468999174005"
"0","210461106268172849455322320945911300098","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.727026542490333"
"1","210463078257137829494685024254835163138","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.15223340494746562"
"1","210465038361878432394397088532166475778","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.26480198612049677"
"1","210466035844444486982407391250501206018","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3206922789962652"
"1","210467037288418667283634573646033453058","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6076482443106102"
"1","210468021302197094446707485461896626178","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.09902786514115491"
"0","210469014031073398178857532567594336258","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.681447894417197"
"0","210470237313902618420336655902360862722","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6978539752455364"
"1","210471470896392965519409873230572421122","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.20891777509847254"
"1","210472571375570288651059047556042588162","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.47029602747592203"
"0","210473575988670969522859733693332848642","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7760635145288592"
"0","210474679636974793221638846895482863618","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5565992051643057"
"1","210475846667808628335438278814044651522","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7005889085500343"
"0","210478233020063557980273890285658963970","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7424014150922825"
"0","210479612382372931322740985806908948482","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.29694990531323906"
"0","210480647102175367614989957490900336642","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3739438362462699"
"0","210481662807218800483797906724343644162","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7253534395159035"
"0","210482668212601106498241968797073408002","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6439935614464186"
"1","210483665695167161086252271515408138242","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.07157653073879966"
"0","210484673477394342528626461394456412162","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.31821501050494405"
"0","210485662244862520547559628822956605442","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.759774539771248"
"0","210486638335824696284198781284424744962","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.712455553207657"
"1","210487691278104510857245399483524710402","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.14079391136802277"
"1","210488668161348311736527927880432353282","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.07673088500740521"
"0","210489652175126738899600839696295526402","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7019362660421519"
"0","210490636981186791205317127447598202882","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5534241256028751"
"0","210491648724822098360908197003843993602","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3698539876705954"
"0","210492624815784274097547349465312133122","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6319436818765891"
"0","210493598529901574406256374120461762562","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7486637310075018"
"0","210494586505088127282546165613522452482","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.4194956909883347"
"0","210495553880952426450108182785156055042","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6444209710206628"
"0","210497504478313527638099735837213327362","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5328322698378262"
"1","210498486115247079373242519846757990402","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.11553803702040444"
"1","210499472505870381964245559468939673602","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3115356663907939"
"1","210500464442465060553752230639197880322","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3000130226006069"
"0","210501431818329359721314247810831482882","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3658456709968805"
"1","210502403155601784602093144659662602242","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.1580850895843836"
"0","210503392715351587763669688023602298882","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.09103242936193501"
"1","210504364844905637787091960807872921602","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6492575447170958"
"0","210506322572801365258873897278885724162","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7825751732510922"
"1","210507313717114418705737192513704427522","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6973492093697845"
"0","210509261145349019323155241824003686402","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.293519401596836"
"1","210511215704118246224363674553258475522","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.24460193691876297"
"0","210513221761193107397391543086080983042","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.633589065112836"
"1","210516671355388978466300774068603977730","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.26908196007600027"
"0","210517689437277286763038851108365795330","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5459565509189901"
"0","210518698804067718490699792858293075970","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.37953439656048704"
"1","210519718470519277072724621768933900290","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.4338790545836657"
"1","210520727837309708800385563518861180930","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.2275231470429514"
"1","210521741165508266241263384945985978370","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3796728003609494"
"1","210522779846718828246729236307174883330","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.15103031694765867"
"0","210524815218213819697562014451259015170","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.15385555113545113"
"1","210525828546412377138439835878383812610","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.28170514996908935"
"1","210526802260529677447148860533533442050","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7896380927072161"
"0","210527793404842730894012155768352145410","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6422363591401422"
"1","210528826540081916901323967502539161602","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6232351544591338"
"0","210529858883039477765642811380212039682","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6613696214724397"
"1","210530856365605532353653114098546769922","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.06187517245791985"
"1","210531838002539084088795898108091432962","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.11838236087279153"
"1","210532814093501259825435050569559572482","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5481891845548785"
"1","210533792561308310990004330837346222082","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5057682739047091"
"1","210534762314017485585496475815298334722","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.034821242961545984"
"0","210537013978396140974527319469288718338","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5857191661047505"
"1","210538055828733203550566674572235636738","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.16339892476467832"
"0","210539087379409139272242142514469011458","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.38918313176020813"
"0","210540096746199570999903084264396292098","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6589671059403804"
"0","210541090267357499874696507305533505538","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.25397226215122004"
"0","210542099634147931602357449055460786178","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.1014402886482032"
"0","210543090778460985049220744290279489538","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6428191879501595"
"1","210544077169084287640223783912461172738","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.15296410582926423"
"0","210545080989903343369381094114311929858","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.729932753154857"
"0","210546070549653146530957637478251626498","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.415284962855879"
"1","210548084529544259130419265365469167618","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7679109618751592"
"1","210549088350363314859576575567319924738","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.24349355952562213"
"1","210550072364141742022649487383183097858","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.777228837748802"
"1","210552079213498228338320731851445108738","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.05325459116378728"
"0","210553083034317284067478042053295865858","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.500931731466105"
"0","210554083686009839226061848513388609538","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.364511100066217"
"0","210555083545420769242002279038041849858","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6899239309047794"
"1","210556065974635946119788438983026016258","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.39613288855631335"
"0","210557066626328501278372245443118759938","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.41644423011797493"
"1","210558052224670178726731909129860939778","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.2642753966998753"
"0","210560007575721030770583717794555232258","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.42490162450738145"
"1","210561012188821711642384403931845492738","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.010708980419126046"
"1","210561991448910387949597060135071645698","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.2888373434511783"
"0","210562986554631567109677235047087865858","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3503383653035773"
"0","210564004636519875406415312086849683458","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.17536104672667918"
"1","210564988650298302569488223902712856578","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6156187519389014"
"0","210565963948978853163484000428741492738","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5937309051485861"
"1","210567942276196834343993711221181382658","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7548547399268394"
"1","210568928666820136934996750843363065858","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.4211503608657371"
"0","210569929318512692093580557303455809538","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.1912060680696076"
"1","210571040889632767225680559590157189122","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.24580851271207083"
"0","210572146122499841213189989528264376322","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7633970209489841"
"0","210574261514438972070654145230663712770","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.25901854062943075"
"1","210575379423812048340457590135802953730","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.18342532065752049"
"0","210577378350352283229695075249669931010","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.1634738772734018"
"0","210578369494665336676558370484488634370","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7764856461911855"
"0","210580349406446568142354833147807531010","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.22541316511449028"
"0","210581331043380119877497617157352194050","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6388927546158928"
"1","210583299070936974203643440789078540290","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7322461450348575"
"0","210584279123307275653499472927744196610","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.16262304992589194"
"1","210585256798832701675425377260091342850","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6171676566231316"
"0","210586261411933382547226063397381603330","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6720310632182614"
"1","210587243048866934282368847406926266370","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3537570735890059"
"0","210589226922056291461382189747442679810","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.04997023669835965"
"1","210590214897242844337671981240503369730","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.687908637078125"
"0","210591189403641769789024381831092502530","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.08161853053506574"
"0","210593199422124756675269130041112526850","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7103881211308382"
"0","210594231765082317539937565839860039682","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5471916957952466"
"0","210595234793619748126451500106271293442","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.22437806453025222"
"1","210596213261426799291020780374057943042","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.12992412623204197"
"1","210599138365186825930364734016704348162","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5684814308703489"
"1","210600102571924624527353247446579937282","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.170538035864512"
"0","210601069947788923694915264618213539842","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.24589553706211553"
"1","210602065845791727997638815465669263362","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.30505330034071954"
"1","210603040352190653448991216056258396162","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.22874208646657845"
"0","210604020404560954898847248194924052482","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6278663869314376"
"0","210606363973608126834616379376070164482","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.41921005085110097"
"1","210607403447100313985712900600528764930","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.382658808978826"
"0","210608441336029250848884967947352801282","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.08016587665748443"
"0","210610433924316484596975445577703751682","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6434105744009503"
"0","210611484489751423742091935970485207042","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3889133021228742"
"0","210612490687415354899179373978654474242","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7264901343043112"
"0","210614485652547464075199979415323934722","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.38374725846308844"
"0","210616452095541068116059051176171274242","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.33504544443019424"
"1","210617447201262247276139226088187494402","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5410765107351557"
"0","210618447060673177292079656612840734722","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.1747605592166026"
"1","210620434895270660184309878630554664962","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3985766536033407"
"1","210622413222488641364819589422994554882","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7451088388846016"
"0","210624405810775875112910067053345505282","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.0036945407732262847"
"0","210625397747370553702416738223603712002","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.4829413638513449"
"0","210629373416565519486877182259031572482","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5647236842868942"
"0","210630385952482451785111627750716866562","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.33831837761948347"
"0","210631377889077130374618298920975073282","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3822652155322386"
"1","210632392009557312958139496283539374082","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5022748945015054"
"1","210633414052853746968094453000498708482","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7724102646458103"
"0","210635403472014480145611426889091645442","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.013723416652679843"
"1","210636404915988660446838609284623892482","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.11501544166370814"
"0","210637397644864964178988656390321602562","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3242109161610597"
"1","210638391958304518196425455366898319362","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.18748766298876895"
"1","210639377556646195644785119053640499202","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3478687344749871"
"1","210640372662367374804865293965656719362","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7796160638735289"
"1","210641363014398803109085213265035919362","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.41068143942935753"
"1","210642349405022105700088252887217602562","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.39397365954616315"
"0","210643369071473664282113081797858426882","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.19291087919780647"
"0","210644356254378592015759497355479613442","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.43793603746222987"
"1","210645338683593768893545657300463779842","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5667021241660477"
"1","210646342504412824622702967502314536962","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3580353247124418"
"1","210647327310472876928419255253617213442","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.2646506933305678"
"1","210648310531969678948848791134040883202","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.02717581316882889"
"0","210649319106478485533866356948528660482","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5674781991345887"
"1","210650310250791538980729652183347363842","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.16153184102773033"
"1","210651298225978091857019443676408053762","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7396477112965057"
"0","210652293331699271017099618588424273922","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.33616632697154947"
"1","210653282099167449036032786016924467202","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.248658589696364"
"0","210654264528382625913818945961908633602","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.006507220624539456"
"1","210656251570698483663405792044183060482","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3933302627706361"
"1","210657249053264538251416094762517790722","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7910924562101861"
"1","210658237028451091127705886255578480642","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.39445455246678596"
"0","210659240849270146856863196457429237762","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.019224584923024257"
"1","210662232504686685478250728676993925122","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5536185942496394"
"0","210663217310746737783967016428296601602","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3024174951715296"
"0","210664202909088415232326680115038781442","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.4249112657976386"
"0","210668196800760759297584770665575219202","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.2129015679242513"
