"reward","event_id","action","action_prob","model_id","observation","sample_prob"
"0","210669181606820811603301058416877895682","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.17974736068149688"
"0","210671158349475542498524017338438778882","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6568871432805341"
"1","210672180392771976508478974055398113282","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5565982698254589"
"1","210674181696157086825646586975583600642","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.2369546093314575"
"1","210675187101539392840090649048313364482","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7044636080425988"
"0","210676178245852446286953944283132067842","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.20400086901770653"
"1","210677167013320624305887111711632261122","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.247947807228455"
"1","210678169249576429749757670042604011522","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.39270846835236695"
"1","210680142823104660074407125222406881282","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.1436386050674887"
"0","210681164074119468941718706003926712322","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.555457937279895"
"0","210682154426150897245938625303305912322","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6055977334862815"
"0","210683197861051210107264732277131837442","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.2523777611868938"
"0","210686275875164889276780241459602391042","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5139973583177513"
"0","210687293957053197573518318499364208642","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.695100504178717"
"0","210688307285251755014396139926489006082","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.4465203396879128"
"0","210689373696319197012380149028060528642","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.30110298907111055"
"1","210690436145978513297147278452434534402","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6086061400016863"
"0","210691426498009941601367197751813734402","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.39969487352641897"
"0","210692419226886245333517244857511444482","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7570988492861361"
"0","210693412748044174208310667898648657922","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.2895550244013272"
"0","210694393592696100800810075972753817602","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.19147575505446834"
"1","210695368099095026252162476563342950402","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.347321283881318"
"0","210697344049468132004742059549464330242","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7590980772760576"
"0","210698314594458931742877580462855946242","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.012088414565217698"
"0","210699297815955733763307116343279616002","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.4570152275976481"
"0","210700307182746165490968058093206896642","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.39298298067287984"
"0","210702281548556020958260889208449269762","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.09716639469420363"
"0","210703435902883853789310035222731030530","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.42256476405250454"
"0","210704568073326182626694246965781331970","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.48742425084646246"
"1","210705605169973494346873346456091230210","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.2557442912159831"
"0","210706620082735302073037919754095034370","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.17523450084737702"
"0","210708610294177660393198269578127474690","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6761290305335313"
"0","210709625999221093262006218811570782210","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.681196412047804"
"0","210711605118720699585159305539450175490","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.04915214062079232"
"0","210712662814690265014066179351187161090","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5345787919424537"
"0","210713656335848193888859602392324374530","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3874183288598281"
"0","210715648924135427636950080022675324930","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.35103443058481243"
"1","210718616811103211979036334179054911490","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.05515465923027163"
"1","210719619839640642565550268445466165250","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6807568593608135"
"0","210720618114488322296203947099240398850","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.15177269991125297"
"1","210721604505111624887206986721422082050","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7194103606316888"
"0","210722609118212305759007672858712342530","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.36550532370722677"
"1","210723628784663864341032501769353166850","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.06389776833148952"
"1","210724654789368424064204338163510018050","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.07814812459584208"
"0","210726694122271541228253995984791666690","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6924075749070369"
"0","210728932317862569196140605522463293442","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.2731698817996997"
"0","210729954361159003206095562239422627842","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5721668554322756"
"0","210730971650765686360190263343744942082","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.10498490525120818"
"0","210731973094739866661417445739277189122","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.10815846796325668"
"0","210733933991762094703772885952048005122","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.092432279902956"
"0","210736418586938542033050227569255907330","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.36900211205511324"
"0","210737468360091856035872933947672494082","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5759233985462742"
"1","210738488818825039760541138793752821762","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.30159880200706857"
"0","210739486301391094348551441512087552002","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7154221647865466"
"0","210741478097396702953998543206998999042","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5223798528832563"
"0","210742459734330254689141327216543662082","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.12261795255752583"
"1","210743511884328444119544569480204124162","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.1914637045994556"
"0","210744548980975755839723668970514022402","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.23321454717513002"
"0","210746538400136489017240642859106959362","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.023817546579775195"
"0","210748545249492975332911887327368970242","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5343345023217712"
"1","210749526886426527068054671336913633282","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5502210676654321"
"0","210750524368992581656064974055248363522","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5978150737592134"
"1","210751685853855040767917209560655462402","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6625160844808682"
"0","210752889329643632446192549421091258370","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.1463525814345672"
"0","210753982678286329294400932248680529922","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.42907277167702007"
"0","210754992837358386164705249934047313922","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6530970870646168"
"0","210755990319924440752715552652382044162","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.03911371264129504"
"1","210757002855841373050949998144067338242","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.14636783893270722"
"0","210758002715252303066890428668720578562","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7683908883350876"
"1","210758993859565356513753723903539281922","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.1426651084128503"
"0","210759995303539536814980906299071528962","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.4187963540148376"
"1","210761005462611593685285223984438312962","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3291110854347855"
"0","210761995814643021989505143283817512962","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5986930463555833"
"1","210762994881772326862802197873031249922","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5358025732663532"
"1","210763987610648630594952244978728960002","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.39907471592778243"
"0","210765969899274737488678835448366366722","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6609807899001591"
"1","210766987188881420642773536552688680962","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.39563207962034486"
"0","210767980710039349517566959593825894402","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.1435559532664552"
"1","210768982154013529818794141989358141442","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.4062941334458553"
"0","210769988351677460975881579997527408642","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3974064921120225"
"1","210770983457398640135961754909543628802","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.16894483906795743"
"1","210771975393993318725468426079801835522","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.29137881386381703"
"1","210772982383938875025199240023410606082","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.36231435085207797"
"1","210774971803099608202716213912003543042","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7829449706836862"
"1","210775978793045164502447027855612313602","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5693470497483382"
"1","210776965975950092236093443413233500162","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.23529928373307174"
"0","210778953018265949985680289495507927042","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3206110291351101"
"1","210779939408889252576683329117689610242","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.17899905159987162"
"0","210780923422667679739756240933552783362","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.030735055978457604"
"1","210781909021009357188115904620294963202","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.4071463895442248"
"0","210782905711293786633482831403190190082","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.4379665643699754"
"0","210783902401578216078849758186085416962","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7768792387758605"
"1","210784886415356643241922670001948590082","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6050541254302166"
"1","210785888651612448685793228332920340482","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.14424301641269532"
"0","210786879003643876990013147632299540482","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.723653654408171"
"0","210787863809703929295729435383602216962","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7566679152438605"
"0","210788863669114859311669865908255457282","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.36446900915066205"
"1","210792037549305180740684271357831282690","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3972046832766867"
"1","210794381118352352676696315443878690818","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.578222427912354"
"0","210795411084465038113085031515233058818","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.07834795263889727"
"0","210797390996246269578881494178551955458","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7262683625060055"
"0","210801506899288885611219478786771910658","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.2540297308531325"
"1","210803521671461623353324482609428955138","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.23555252803153026"
"0","210805753528799650179714492742509920258","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.031018519805262712"
"0","210806766856998207620592314169634717698","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7438876292574196"
"0","210807788900294641630547270886594052098","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.07343549677085404"
"0","210808782421452570505340693927731265538","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.21932978719091267"
"0","210809768019794247953700357614473445378","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7122745435834378"
"1","210810772632894928825501043751763705858","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.22788254263493057"
"0","210811762984926357129720963051142905858","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5770426230054493"
"0","210812747790986409435437250802445582338","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3997661500891887"
"0","210813748442678964594021057262538326018","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.28726610069016334"
"1","210814737210147142612954224691038519298","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5453577933630074"
"0","210815730731305071487747647732175732738","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5646138516367879"
"1","210816732175279251788974830127707979778","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.16097041946037915"
"0","210817755803138936084216538715546320898","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.3547093972023405"
"1","210818748532015239816366585821244030978","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5790599851142229"
"0","210819857726290439517199574452722073602","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.38872018315724277"
"1","210822068984306212634861810264375951362","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.4479131215893438"
"1","210824056818903695527092032282089881602","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6060014167025448"
"0","210825031325302620978444432872679014402","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.2670968805240752"
"0","210825998701166920146006450044312616962","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6417085612360135"
"1","210826991430043223878156497150010327042","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.45455134342130243"
"0","210827983366637902467663168320268533762","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7092065296622372"
"1","210829094937757977599306899669721939970","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.7767343900713267"
"0","210830190663245549872001845438551556098","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.4501414031539803"
"0","210831222213921485593677313380784930818","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5059241622078419"
"1","210834204361958522503344334375075577858","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5874497302075177"
"0","210835184414328823953200366513741234178","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.5408377027652578"
"0","210836167635825625973629902394164903938","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.19797713329534317"
"0","210837139765379675997052175178435526658","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.31483877095430834"
"0","210838121402313227732194959187980189698","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.09366148353331571"
"1","210839115715752781749631758164556906498","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.031565916388509696"
"0","210840103690939334625921549657617596418","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.11888642283061224"
"0","210841077405056634934630574312767225858","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.729417029708862"
"1","210842063795679937525633613934948909058","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.6064271085682261"
"0","210843056524556241257783661040646619138","1","0.9995","bandits-1597537747-model-id-1597537762","[]","0.15259620061483703"
